Flight_number,Fare_code,Amount,Restrictions
5251,business,763,refundable
5251,business,688,non-refundable
5251,first_class,1074,refundable
5251,first_class,974,non-refundable
2950,coach,433,refundable
2950,coach,383,non-refundable
2950,business,588,refundable
2950,business,513,non-refundable
2950,first_class,1053,refundable
2950,first_class,953,non-refundable
6513,coach,422,refundable
6513,coach,372,non-refundable
6513,business,608,refundable
6513,business,533,non-refundable
6513,first_class,954,refundable
6513,first_class,854,non-refundable
5625,coach,326,refundable
5625,coach,276,non-refundable
5625,business,670,refundable
5625,business,595,non-refundable
5625,first_class,1090,refundable
5625,first_class,990,non-refundable
9977,coach,404,refundable
9977,coach,354,non-refundable
9977,business,709,refundable
9977,business,634,non-refundable
9977,first_class,1051,refundable
9977,first_class,951,non-refundable
4599,coach,337,refundable
4599,coach,287,non-refundable
4599,business,678,refundable
4599,business,603,non-refundable
4599,first_class,989,refundable
4599,first_class,889,non-refundable
5026,coach,375,refundable
5026,coach,325,non-refundable
5026,business,639,refundable
5026,business,564,non-refundable
5026,first_class,1097,refundable
5026,first_class,997,non-refundable
2992,coach,450,refundable
2992,coach,400,non-refundable
2992,business,706,refundable
2992,business,631,non-refundable
2992,first_class,1043,refundable
2992,first_class,943,non-refundable
4950,coach,331,refundable
4950,coach,281,non-refundable
4950,business,580,refundable
4950,business,505,non-refundable
4950,first_class,1050,refundable
4950,first_class,950,non-refundable
9132,coach,386,refundable
9132,coach,336,non-refundable
9132,business,633,refundable
9132,business,558,non-refundable
9132,first_class,926,refundable
9132,first_class,826,non-refundable
4757,coach,415,refundable
4757,coach,365,non-refundable
4757,business,601,refundable
4757,business,526,non-refundable
4757,first_class,1078,refundable
4757,first_class,978,non-refundable
5187,coach,343,refundable
5187,coach,293,non-refundable
5187,business,729,refundable
5187,business,654,non-refundable
5187,first_class,980,refundable
5187,first_class,880,non-refundable
1135,coach,418,refundable
1135,coach,368,non-refundable
1135,business,635,refundable
1135,business,560,non-refundable
1135,first_class,1094,refundable
1135,first_class,994,non-refundable
5473,coach,350,refundable
5473,coach,300,non-refundable
5473,business,635,refundable
5473,business,560,non-refundable
5473,first_class,928,refundable
5473,first_class,828,non-refundable
7766,coach,435,refundable
7766,coach,385,non-refundable
7766,business,585,refundable
7766,business,510,non-refundable
7766,first_class,1002,refundable
7766,first_class,902,non-refundable
5191,coach,346,refundable
5191,coach,296,non-refundable
5191,business,685,refundable
5191,business,610,non-refundable
5191,first_class,1082,refundable
5191,first_class,982,non-refundable
7307,coach,285,refundable
7307,coach,235,non-refundable
7307,business,659,refundable
7307,business,584,non-refundable
7307,first_class,1062,refundable
7307,first_class,962,non-refundable
8365,coach,351,refundable
8365,coach,301,non-refundable
8365,business,730,refundable
8365,business,655,non-refundable
8365,first_class,992,refundable
8365,first_class,892,non-refundable
4853,coach,339,refundable
4853,coach,289,non-refundable
4853,business,723,refundable
4853,business,648,non-refundable
4853,first_class,1072,refundable
4853,first_class,972,non-refundable
5457,coach,403,refundable
5457,coach,353,non-refundable
5457,business,632,refundable
5457,business,557,non-refundable
5457,first_class,951,refundable
5457,first_class,851,non-refundable
6584,coach,411,refundable
6584,coach,361,non-refundable
6584,business,701,refundable
6584,business,626,non-refundable
6584,first_class,1045,refundable
6584,first_class,945,non-refundable
9716,coach,408,refundable
9716,coach,358,non-refundable
9716,business,624,refundable
9716,business,549,non-refundable
9716,first_class,999,refundable
9716,first_class,899,non-refundable
3344,coach,399,refundable
3344,coach,349,non-refundable
3344,business,750,refundable
3344,business,675,non-refundable
3344,first_class,1028,refundable
3344,first_class,928,non-refundable
7092,coach,365,refundable
7092,coach,315,non-refundable
7092,business,576,refundable
7092,business,501,non-refundable
7092,first_class,972,refundable
7092,first_class,872,non-refundable
5379,coach,327,refundable
5379,coach,277,non-refundable
5379,business,701,refundable
5379,business,626,non-refundable
5379,first_class,1057,refundable
5379,first_class,957,non-refundable
1880,coach,340,refundable
1880,coach,290,non-refundable
1880,business,678,refundable
1880,business,603,non-refundable
1880,first_class,907,refundable
1880,first_class,807,non-refundable
4948,coach,279,refundable
4948,coach,229,non-refundable
4948,business,735,refundable
4948,business,660,non-refundable
4948,first_class,1045,refundable
4948,first_class,945,non-refundable
7588,coach,301,refundable
7588,coach,251,non-refundable
7588,business,618,refundable
7588,business,543,non-refundable
7588,first_class,959,refundable
7588,first_class,859,non-refundable
5468,coach,373,refundable
5468,coach,323,non-refundable
5468,business,626,refundable
5468,business,551,non-refundable
5468,first_class,1082,refundable
5468,first_class,982,non-refundable
466,coach,388,refundable
466,coach,338,non-refundable
466,business,681,refundable
466,business,606,non-refundable
466,first_class,985,refundable
466,first_class,885,non-refundable
9072,coach,328,refundable
9072,coach,278,non-refundable
9072,business,583,refundable
9072,business,508,non-refundable
9072,first_class,978,refundable
9072,first_class,878,non-refundable
1224,coach,322,refundable
1224,coach,272,non-refundable
1224,business,618,refundable
1224,business,543,non-refundable
1224,first_class,984,refundable
1224,first_class,884,non-refundable
5306,coach,294,refundable
5306,coach,244,non-refundable
5306,business,712,refundable
5306,business,637,non-refundable
5306,first_class,934,refundable
5306,first_class,834,non-refundable
2488,coach,427,refundable
2488,coach,377,non-refundable
2488,business,668,refundable
2488,business,593,non-refundable
2488,first_class,1025,refundable
2488,first_class,925,non-refundable
8211,coach,341,refundable
8211,coach,291,non-refundable
8211,business,588,refundable
8211,business,513,non-refundable
8211,first_class,1022,refundable
8211,first_class,922,non-refundable
2640,coach,265,refundable
2640,coach,215,non-refundable
2640,business,619,refundable
2640,business,544,non-refundable
2640,first_class,1090,refundable
2640,first_class,990,non-refundable
592,coach,267,refundable
592,coach,217,non-refundable
592,business,638,refundable
592,business,563,non-refundable
592,first_class,922,refundable
592,first_class,822,non-refundable
6062,coach,412,refundable
6062,coach,362,non-refundable
6062,business,587,refundable
6062,business,512,non-refundable
6062,first_class,1038,refundable
6062,first_class,938,non-refundable
4209,coach,353,refundable
4209,coach,303,non-refundable
4209,business,731,refundable
4209,business,656,non-refundable
4209,first_class,1053,refundable
4209,first_class,953,non-refundable
8405,coach,320,refundable
8405,coach,270,non-refundable
8405,business,732,refundable
8405,business,657,non-refundable
8405,first_class,909,refundable
8405,first_class,809,non-refundable
2687,coach,404,refundable
2687,coach,354,non-refundable
2687,business,730,refundable
2687,business,655,non-refundable
2687,first_class,978,refundable
2687,first_class,878,non-refundable
3394,coach,444,refundable
3394,coach,394,non-refundable
3394,business,749,refundable
3394,business,674,non-refundable
3394,first_class,1019,refundable
3394,first_class,919,non-refundable
4982,coach,369,refundable
4982,coach,319,non-refundable
4982,business,607,refundable
4982,business,532,non-refundable
4982,first_class,1056,refundable
4982,first_class,956,non-refundable
1406,coach,260,refundable
1406,coach,210,non-refundable
1406,business,579,refundable
1406,business,504,non-refundable
1406,first_class,944,refundable
1406,first_class,844,non-refundable
6570,coach,291,refundable
6570,coach,241,non-refundable
6570,business,736,refundable
6570,business,661,non-refundable
6570,first_class,937,refundable
6570,first_class,837,non-refundable
9802,coach,276,refundable
9802,coach,226,non-refundable
9802,business,604,refundable
9802,business,529,non-refundable
9802,first_class,975,refundable
9802,first_class,875,non-refundable
4394,coach,283,refundable
4394,coach,233,non-refundable
4394,business,652,refundable
4394,business,577,non-refundable
4394,first_class,1008,refundable
4394,first_class,908,non-refundable
6918,coach,282,refundable
6918,coach,232,non-refundable
6918,business,616,refundable
6918,business,541,non-refundable
6918,first_class,976,refundable
6918,first_class,876,non-refundable
7886,coach,400,refundable
7886,coach,350,non-refundable
7886,business,686,refundable
7886,business,611,non-refundable
7886,first_class,1050,refundable
7886,first_class,950,non-refundable
3314,coach,298,refundable
3314,coach,248,non-refundable
3314,business,690,refundable
3314,business,615,non-refundable
3314,first_class,999,refundable
3314,first_class,899,non-refundable
2246,coach,406,refundable
2246,coach,356,non-refundable
2246,business,727,refundable
2246,business,652,non-refundable
2246,first_class,905,refundable
2246,first_class,805,non-refundable
3059,coach,433,refundable
3059,coach,383,non-refundable
3059,business,686,refundable
3059,business,611,non-refundable
3059,first_class,957,refundable
3059,first_class,857,non-refundable
9146,coach,289,refundable
9146,coach,239,non-refundable
9146,business,723,refundable
9146,business,648,non-refundable
9146,first_class,1048,refundable
9146,first_class,948,non-refundable
8605,coach,251,refundable
8605,coach,201,non-refundable
8605,business,576,refundable
8605,business,501,non-refundable
8605,first_class,920,refundable
8605,first_class,820,non-refundable
8739,coach,341,refundable
8739,coach,291,non-refundable
8739,business,634,refundable
8739,business,559,non-refundable
8739,first_class,1071,refundable
8739,first_class,971,non-refundable
8085,coach,411,refundable
8085,coach,361,non-refundable
8085,business,725,refundable
8085,business,650,non-refundable
8085,first_class,1073,refundable
8085,first_class,973,non-refundable
1450,coach,256,refundable
1450,coach,206,non-refundable
1450,business,664,refundable
1450,business,589,non-refundable
1450,first_class,1064,refundable
1450,first_class,964,non-refundable
6058,coach,388,refundable
6058,coach,338,non-refundable
6058,business,699,refundable
6058,business,624,non-refundable
6058,first_class,976,refundable
6058,first_class,876,non-refundable
6134,coach,333,refundable
6134,coach,283,non-refundable
6134,business,671,refundable
6134,business,596,non-refundable
6134,first_class,1058,refundable
6134,first_class,958,non-refundable
2824,coach,273,refundable
2824,coach,223,non-refundable
2824,business,615,refundable
2824,business,540,non-refundable
2824,first_class,1095,refundable
2824,first_class,995,non-refundable
6619,coach,450,refundable
6619,coach,400,non-refundable
6619,business,605,refundable
6619,business,530,non-refundable
6619,first_class,1039,refundable
6619,first_class,939,non-refundable
1547,coach,263,refundable
1547,coach,213,non-refundable
1547,business,669,refundable
1547,business,594,non-refundable
1547,first_class,1085,refundable
1547,first_class,985,non-refundable
1813,coach,445,refundable
1813,coach,395,non-refundable
1813,business,706,refundable
1813,business,631,non-refundable
1813,first_class,1027,refundable
1813,first_class,927,non-refundable
